State,Year,Quarter,Colonies at BQ,Max Colonies,Lost Colonies,Percent Lost,Added Colonies,Renovated Colonies,Percent Renovated,Varroa Mites,Others pests/parasites,Disease,Pesticides,Other,Unknown
New Mexico,2018,1,7500,7500,3900,0.52,180,0,0,0.428,0.005,0,0.013,0.094,0.005
New Mexico,2019,1,4800,4800,170,0.04,0,0,0,0.035,0.011,0.006,0,0.014,0.003
New Mexico,2020,1,6000,6000,40,0.01,120,0,0,0.021,0,0,0,0.007,0.005
New Mexico,2021,1,3500,5500,270,0.05,170,0,0,0.142,0.005,0,0,0.065,0.019
New Mexico,2022,1,5500,8000,1900,0.24,1000,0,0,0.487,0.005,0.005,0,0.005,0.005
New Mexico,2023,1,8500,8500,4600,0.54,460,760,0.09,0.842,0.005,0.648,0.01,0.009,0.014
New Mexico,2024,1,4300,4300,1200,0.28,10,0,0,0.919,0.005,0.74,0,0.007,0.005
New York,2015,1,27000,30000,6500,0.22,430,950,0.03,0.076,0.026,0.005,0.044,0.124,0.083
New York,2016,1,31000,33000,4200,0.13,970,600,0.02,0.275,0.059,0.015,0.076,0.095,0.026
New York,2017,1,32000,33000,6000,0.18,520,0,0,0.204,0.094,0.098,0.044,0.132,0.108
New York,2018,1,26000,26000,3700,0.14,400,170,0.01,0.253,0.119,0.014,0.019,0.08,0.06
New York,2019,1,24000,24000,3400,0.14,110,80,0.005,0.106,0.025,0.017,0.017,0.077,0.09
New York,2020,1,29000,36000,2500,0.07,230,370,0.01,0.066,0.029,0,0,0.017,0.077
New York,2021,1,30000,30000,4900,0.16,2600,380,0.01,0.15,0.039,0.006,0.005,0.057,0.048
New York,2022,1,44000,44000,5500,0.13,370,730,0.02,0.166,0.041,0.005,0.031,0.077,0.066
New York,2023,1,40000,40000,8000,0.2,560,510,0.01,0.335,0.103,0.226,0.014,0.039,0.049
New York,2024,1,40000,40000,2300,0.06,140,350,0.01,0.215,0.048,0.105,0.017,0.048,0.018
North Carolina,2015,1,24000,26000,7000,0.27,6000,690,0.03,0.355,0.023,0.001,0.229,0.062,0.122
North Carolina,2016,1,18500,24000,2600,0.11,1100,230,0.01,0.095,0.025,0.019,0.027,0.04,0.024
North Carolina,2017,1,16000,23000,2500,0.11,3700,1200,0.05,0.347,0.174,0.002,0.015,0.072,0.039
North Carolina,2018,1,18500,18500,4200,0.23,2400,260,0.01,0.297,0.102,0.003,0.003,0.134,0.08
North Carolina,2019,1,10500,14500,1700,0.12,750,890,0.06,0.164,0.02,0.002,0.007,0.022,0.034
North Carolina,2020,1,15000,24000,2500,0.1,2600,490,0.02,0.357,0.071,0.048,0.006,0.014,0.051
North Carolina,2021,1,18000,24000,4000,0.17,1900,110,0.005,0.235,0.072,0.005,0.005,0.006,0.005
North Carolina,2022,1,20000,24000,2300,0.1,3100,520,0.02,0.234,0.076,0.005,0,0.024,0.01
North Carolina,2023,1,26000,30000,4100,0.14,2200,2800,0.09,0.225,0.061,0.005,0.005,0.045,0.025
North Carolina,2024,1,25000,27000,5500,0.2,5000,3100,0.11,0.292,0.012,0.005,0,0.016,0.025
North Dakota,2015,1,57000,120000,620,0.01,1800,530,0.005,0.017,0.017,0.005,0.005,0.025,0.001
North Dakota,2016,1,89000,137000,8500,0.06,4600,0,0,0.027,0,0,0,0.001,0.117
North Dakota,2017,1,50000,123000,640,0.01,1100,10,0.005,0.008,0,0,0,0.002,0.002
North Dakota,2018,1,66000,101000,3200,0.03,2600,10,0.005,0.014,0.001,0.011,0,0.008,0
North Dakota,2019,1,92000,102000,1100,0.01,0,1300,0.01,0.069,0,0,0.065,0.004,0.013
North Dakota,2020,1,53000,82000,7500,0.09,0,0,0,0.006,0,0,0,0.031,0
North Dakota,2021,1,51000,65000,180,0.005,2700,0,0,0.12,0.005,0.01,0.005,0.015,0.005
North Dakota,2022,1,75000,89000,120,0.005,300,0,0,0.331,0,0,0,0,0.005
North Dakota,2023,1,82000,89000,2400,0.03,2700,1000,0.01,0.32,0,0,0.005,0.006,0
North Dakota,2024,1,65000,78000,8500,0.11,0,0,0,0.236,0,0,0,0.071,0.035
Ohio,2015,1,18000,22000,10500,0.48,5000,3300,0.15,0.107,0.016,0.01,0.03,0.178,0.031
Ohio,2016,1,16500,16500,2900,0.18,760,50,0.005,0.416,0.043,0.002,0.013,0.102,0.053
Ohio,2017,1,15500,17500,4400,0.25,1300,530,0.03,0.258,0.116,0.006,0.001,0.052,0.165
Ohio,2018,1,12000,14000,4500,0.32,300,580,0.04,0.396,0.1,0.065,0.032,0.158,0.116
Ohio,2019,1,10500,12500,3500,0.28,1700,440,0.04,0.493,0.099,0.111,0.011,0.067,0.031
Ohio,2020,1,15500,21000,6000,0.29,840,1100,0.05,0.176,0.036,0.011,0.005,0.03,0.134
Ohio,2021,1,17500,17500,4000,0.23,120,20,0.005,0.266,0.144,0.029,0.02,0.082,0.049
Ohio,2022,1,16000,16000,2400,0.15,1600,530,0.03,0.18,0.048,0.007,0.017,0.022,0.072
Ohio,2023,1,17500,21000,2500,0.12,190,160,0.01,0.378,0.106,0,0.115,0.201,0.043
Ohio,2024,1,15000,27000,2100,0.08,600,150,0.01,0.353,0.097,0.021,0.017,0.054,0.031
Oklahoma,2015,1,9500,26000,6000,0.23,2600,260,0.01,0.145,0.101,0.005,0.005,0.021,0.029
Oklahoma,2016,1,13500,13500,3300,0.24,4800,570,0.04,0.049,0.012,0.005,0.003,0.009,0.21
Oklahoma,2017,1,26000,26000,550,0.02,9500,1700,0.07,0.119,0.01,0,0.001,0.005,0.003
Oklahoma,2018,1,17000,18000,3700,0.21,890,240,0.01,0.241,0.085,0.032,0.001,0.031,0.02
Oklahoma,2019,1,21000,55000,50,0.005,20,0,0,0.077,0.003,0,0,0.005,0.005
Oklahoma,2020,1,19500,19500,700,0.04,5000,0,0,0.114,0.006,0.005,0.005,0.005,0.005
Oklahoma,2021,1,28000,28000,2600,0.09,4100,360,0.01,0.076,0.005,0,0.005,0.042,0.02
Oklahoma,2022,1,20000,20000,3000,0.15,50,3500,0.18,0.188,0.005,0,0,0,0.005
Oklahoma,2023,1,16500,17000,1600,0.09,10,0,0,0.047,0.011,0,0.005,0.028,0.005
Oklahoma,2024,1,17500,18000,2200,0.12,60,320,0.02,0.34,0.188,0.033,0.011,0.01,0.009
Oregon,2015,1,77000,87000,6500,0.08,4300,2400,0.03,0.202,0.02,0.004,0.006,0.016,0.011
Oregon,2016,1,68000,92000,2900,0.03,3800,1300,0.01,0.204,0.15,0.053,0.005,0.024,0.003
Oregon,2017,1,71000,90000,8000,0.09,7500,1400,0.02,0.287,0.085,0.101,0.091,0.154,0.085
Oregon,2018,1,81000,89000,4800,0.05,16500,3900,0.04,0.36,0.007,0.012,0.067,0.037,0.01
Oregon,2019,1,89000,95000,7500,0.08,8000,1800,0.02,0.18,0.001,0.002,0.002,0.027,0.005
Oregon,2020,1,97000,108000,4800,0.04,9000,1700,0.02,0.244,0.104,0.108,0.145,0.013,0.005
Oregon,2021,1,76000,80000,3100,0.04,1600,610,0.01,0.128,0.107,0.014,0.005,0.012,0.006
Oregon,2022,1,85000,96000,5000,0.05,2400,310,0.005,0.114,0,0,0.014,0.005,0.011
Oregon,2023,1,77000,97000,8000,0.08,1500,500,0.01,0.287,0.131,0.06,0.005,0.114,0.02
Oregon,2024,1,90000,101000,8000,0.08,1300,5500,0.05,0.243,0.015,0.226,0.223,0,0.005
Pennsylvania,2015,1,14000,21000,6500,0.31,360,0,0,0.281,0.063,0.019,0.019,0.178,0.063
Pennsylvania,2016,1,12500,12500,2900,0.23,480,170,0.01,0.448,0.043,0.003,0.038,0.055,0.046
Pennsylvania,2017,1,17000,18000,4000,0.22,810,390,0.02,0.209,0.024,0.008,0.029,0.036,0.072
Pennsylvania,2018,1,14500,15000,3300,0.22,1200,670,0.04,0.344,0.056,0.033,0.093,0.059,0.099
Pennsylvania,2019,1,15000,15000,2900,0.19,370,320,0.02,0.153,0.046,0.037,0.04,0.075,0.095
Pennsylvania,2020,1,18500,26000,2100,0.08,370,320,0.01,0.155,0.039,0.028,0.018,0.027,0.032
Pennsylvania,2021,1,23000,24000,5500,0.23,1100,40,0.005,0.181,0.116,0.005,0,0.068,0.086
Pennsylvania,2022,1,20000,23000,2800,0.12,2500,360,0.02,0.146,0.039,0.005,0.006,0.031,0.03
Pennsylvania,2023,1,27000,29000,4800,0.17,430,490,0.02,0.209,0.046,0.025,0.007,0.02,0.077
Pennsylvania,2024,1,24000,26000,2800,0.11,130,600,0.02,0.165,0.023,0.019,0,0.032,0.057
South Carolina,2015,1,17000,17500,2700,0.15,2700,1400,0.08,0.105,0.023,0.002,0.003,0.036,0.029
South Carolina,2016,1,16500,16500,3500,0.21,3200,380,0.02,0.107,0.023,0.006,0.02,0.051,0.048
South Carolina,2017,1,17000,17500,1600,0.09,4700,970,0.06,0.126,0.053,0.004,0.011,0.027,0.018
South Carolina,2018,1,13500,14500,1800,0.12,1900,2800,0.19,0.293,0.155,0.007,0.026,0.135,0.03
South Carolina,2019,1,12000,13000,690,0.05,2000,340,0.03,0.185,0.145,0.005,0.017,0.124,0.01
South Carolina,2020,1,13000,17000,1400,0.08,2700,1100,0.06,0.155,0.115,0.096,0.005,0.064,0.054
South Carolina,2021,1,15500,18000,1200,0.07,930,190,0.01,0.485,0.101,0.005,0.032,0.041,0.009
South Carolina,2022,1,17000,20000,2500,0.13,4500,830,0.04,0.38,0.038,0,0.005,0.045,0.031
South Carolina,2023,1,14500,16000,1700,0.11,2700,800,0.05,0.322,0.073,0,0.005,0.104,0.074
South Carolina,2024,1,14000,14000,870,0.06,2800,820,0.06,0.361,0.074,0.005,0.018,0.033,0.035
South Dakota,2015,1,50000,97000,4600,0.05,8500,2800,0.03,0.012,0.009,0.003,0.005,0.012,0.018
South Dakota,2016,1,47000,79000,10500,0.13,1600,0,0,0.002,0.005,0.005,0,0.005,0.003
South Dakota,2017,1,21000,48000,2700,0.06,1500,440,0.01,0.029,0,0,0,0.002,0.003
South Dakota,2018,1,23000,29000,390,0.01,250,90,0.005,0.044,0.001,0.005,0.005,0.005,0.001
South Dakota,2019,1,18500,18500,1100,0.06,0,0,0,0.008,0.005,0,0.025,0.008,0.022
South Dakota,2020,1,20000,20000,1200,0.06,20,0,0,0.147,0.005,0,0.021,0.005,0.005
South Dakota,2021,1,28000,34000,450,0.01,0,0,0,0.086,0,0,0.005,0.005,0.008
South Dakota,2022,1,21000,28000,1000,0.04,40,0,0,0.042,0.034,0,0.005,0.018,0.005
South Dakota,2023,1,93000,93000,2200,0.02,0,0,0,0.027,0,0.005,0.005,0.018,0.01
South Dakota,2024,1,68000,78000,2000,0.03,40,50,0.005,0.429,0.027,0.027,0.005,0,0.005
Tennessee,2015,1,9500,9500,2000,0.21,1000,190,0.02,0.222,0.171,0.005,0.005,0.13,0.044
Tennessee,2016,1,9000,9000,1700,0.19,180,70,0.01,0.197,0.071,0.002,0.037,0.101,0.109
Tennessee,2017,1,8500,8500,1600,0.19,1500,160,0.02,0.286,0.126,0.009,0.024,0.081,0.07
Tennessee,2018,1,10000,10000,3400,0.34,540,470,0.05,0.292,0.204,0.023,0.03,0.132,0.197
Tennessee,2019,1,6000,7000,1500,0.21,240,320,0.05,0.628,0.236,0.051,0.009,0.077,0.071
Tennessee,2020,1,8000,14000,2700,0.19,2200,130,0.01,0.189,0.173,0.01,0,0.041,0.078
Tennessee,2021,1,12000,13500,2200,0.16,460,310,0.02,0.344,0.052,0.014,0.008,0.026,0.089
Tennessee,2022,1,10500,10500,2300,0.22,1300,200,0.02,0.129,0.051,0.01,0.005,0.033,0.03
Tennessee,2023,1,11000,12000,1800,0.15,2100,40,0.005,0.398,0.055,0.009,0.01,0.07,0.049
Tennessee,2024,1,11500,11500,1700,0.15,830,170,0.01,0.136,0.054,0.005,0.007,0.021,0.104
Texas,2015,1,191000,250000,26000,0.1,82000,51000,0.2,0.215,0.122,0.05,0.111,0.023,0.062
Texas,2016,1,240000,320000,30000,0.09,126000,49000,0.15,0.194,0.098,0.023,0.094,0.037,0.025
Texas,2017,1,275000,340000,49000,0.14,130000,68000,0.2,0.362,0.225,0.02,0.051,0.035,0.036
Texas,2018,1,205000,290000,32000,0.11,124000,42000,0.14,0.215,0.101,0.048,0.002,0.017,0.103
Texas,2019,1,260000,330000,17000,0.05,61000,35000,0.11,0.261,0.065,0.053,0.083,0.069,0.03
Texas,2020,1,235000,340000,35000,0.1,83000,24000,0.07,0.122,0.068,0.013,0.034,0.052,0.046
Texas,2021,1,240000,355000,30000,0.08,61000,13500,0.04,0.177,0.13,0.015,0.058,0.074,0.005
Texas,2022,1,270000,400000,37000,0.09,80000,34000,0.09,0.212,0.021,0.006,0.036,0.06,0.015
Texas,2023,1,171000,300000,20000,0.07,62000,8500,0.03,0.113,0.067,0.005,0.076,0.097,0.011
Texas,2024,1,200000,290000,28000,0.1,77000,46000,0.16,0.222,0.056,0.009,0.045,0.018,0.027
Utah,2015,1,6000,24000,3300,0.14,2500,290,0.01,0.136,0.009,0.001,0.044,0.03,0.005
Utah,2016,1,12000,14500,1900,0.13,1400,50,0.005,0.262,0.07,0.001,0.004,0.016,0.005
Utah,2017,1,16000,19000,2700,0.14,3900,60,0.005,0.387,0,0.001,0,0.02,0.003
Utah,2018,1,7500,17000,620,0.04,490,50,0.005,0.187,0,0.001,0,0.001,0.005
Utah,2019,1,8500,11000,1800,0.16,900,0,0,0.229,0,0.001,0,0.003,0.088
Utah,2020,1,12000,19000,1100,0.06,3000,0,0,0.389,0.172,0.171,0.023,0.157,0.224
Utah,2021,1,17500,19500,2600,0.13,2700,0,0,0.454,0.009,0,0.024,0.01,0.063
Utah,2022,1,28000,32000,4100,0.13,4600,740,0.02,0.222,0.015,0.03,0,0.005,0.005
Utah,2023,1,19000,24000,2600,0.11,900,360,0.02,0.324,0.194,0.19,0.19,0.028,0.02
Utah,2024,1,10000,17000,980,0.06,460,120,0.01,0.132,0.053,0.066,0.007,0.005,0.045
Vermont,2015,1,5500,5500,700,0.13,1200,20,0.005,0.023,0.056,0.005,0.005,0.058,0.049
Vermont,2016,1,5500,5500,410,0.07,0,0,0,0.013,0,0.003,0,0.005,0.017
Vermont,2017,1,6500,6500,440,0.07,0,0,0,0.06,0.007,0.021,0.002,0.009,0.022
Vermont,2018,1,5500,5500,810,0.15,20,0,0,0.17,0.012,0.003,0.006,0.02,0.008
Vermont,2019,1,6500,6500,260,0.04,50,0,0,0.062,0.001,0.024,0,0.002,0.012
Vermont,2020,1,6500,7000,520,0.07,500,70,0.01,0.091,0.008,0.006,0.009,0.02,0.031
Vermont,2021,1,7500,7500,1300,0.17,700,70,0.01,0.211,0.005,0.037,0,0.101,0.005
Vermont,2022,1,7000,7500,380,0.05,250,0,0,0.152,0.019,0.013,0.04,0.027,0.005
Vermont,2023,1,10000,10000,400,0.04,30,40,0.005,0.031,0.005,0.005,0.005,0,0.016
Vermont,2024,1,7000,8000,230,0.03,70,20,0.005,0.068,0.012,0.005,0.008,0.04,0.017
Virginia,2015,1,8000,9000,2500,0.28,800,460,0.05,0.19,0.094,0.023,0.005,0.098,0.119
Virginia,2016,1,6500,6500,1100,0.17,560,70,0.01,0.327,0.073,0,0.004,0.05,0.038
Virginia,2017,1,8000,8000,1400,0.18,1900,280,0.04,0.214,0.128,0.028,0.032,0.074,0.084
Virginia,2018,1,7000,7000,2100,0.3,540,160,0.02,0.26,0.113,0.003,0.039,0.077,0.163
Virginia,2019,1,5500,5500,1100,0.2,80,110,0.02,0.166,0.128,0.008,0.003,0.039,0.093
Virginia,2020,1,6000,7000,1100,0.16,1600,60,0.01,0.175,0.106,0.005,0.005,0.038,0.035
Virginia,2021,1,7500,7500,1400,0.19,1800,50,0.01,0.119,0.01,0,0.019,0.039,0.049
Virginia,2022,1,7500,9500,1700,0.18,1100,200,0.02,0.257,0.139,0.025,0.005,0.12,0.078
Virginia,2023,1,9500,10500,1200,0.11,470,150,0.01,0.226,0.105,0.005,0.005,0.042,0.048
Virginia,2024,1,7000,9500,1200,0.13,640,200,0.02,0.21,0.075,0.014,0.011,0.044,0.031
Washington,2015,1,52000,105000,14000,0.13,13500,9000,0.09,0.215,0.005,0.003,0.036,0.06,0.011
Washington,2016,1,77000,146000,13500,0.09,5500,1200,0.01,0.233,0.105,0.013,0.017,0.019,0.051
Washington,2017,1,68000,104000,9000,0.09,8500,0,0,0.068,0.001,0,0,0.08,0.044
Washington,2018,1,44000,90000,4600,0.05,7000,870,0.01,0.085,0.009,0.01,0.019,0.004,0.004
Washington,2019,1,51000,75000,7000,0.09,5500,2200,0.03,0.223,0.008,0.006,0.003,0.008,0.002
Washington,2020,1,49000,74000,1500,0.02,580,150,0.005,0.017,0.005,0.005,0.005,0.005,0.005
Washington,2021,1,48000,70000,5500,0.08,9500,850,0.01,0.148,0.023,0.01,0.005,0.045,0.005
Washington,2022,1,70000,102000,7500,0.07,1400,6000,0.06,0.083,0.04,0.036,0,0.026,0.005
Washington,2023,1,65000,99000,13500,0.14,270,250,0.005,0.121,0.024,0.023,0.025,0.064,0.045
Washington,2024,1,45000,107000,6500,0.06,3500,570,0.01,0.184,0,0,0,0.028,0.088
West Virginia,2015,1,4700,6000,1800,0.3,570,60,0.01,0.18,0.073,0.022,0.021,0.146,0.061
West Virginia,2016,1,6500,8000,1700,0.21,0,0,0,0.219,0.029,0.011,0.006,0.069,0.065
West Virginia,2017,1,5500,8000,800,0.1,450,100,0.01,0.158,0.01,0.002,0,0.119,0.013
West Virginia,2018,1,4700,8500,2500,0.29,330,60,0.01,0.15,0.08,0.02,0.034,0.208,0.049
West Virginia,2019,1,5000,7000,1300,0.19,20,60,0.01,0.103,0.032,0.011,0.002,0.05,0.013
West Virginia,2020,1,6000,8000,1100,0.14,600,680,0.09,0.173,0.07,0.013,0.006,0.026,0.005
West Virginia,2021,1,7000,9000,1200,0.13,200,460,0.05,0.136,0.033,0.007,0.026,0.012,0.031
West Virginia,2022,1,4600,5000,1000,0.2,1000,200,0.04,0.158,0.074,0.017,0.012,0.06,0.009
West Virginia,2023,1,5000,6000,600,0.1,40,40,0.01,0.145,0.028,0.01,0.011,0.02,0.034
West Virginia,2024,1,6000,7500,640,0.09,300,10,0.005,0.129,0.024,0.005,0,0.039,0.02
Wisconsin,2015,1,16500,29000,8000,0.28,3100,2500,0.09,0.188,0.016,0.027,0.085,0.083,0.058
Wisconsin,2016,1,20000,21000,3100,0.15,530,0,0,0.242,0.016,0.011,0.134,0.108,0.104
Wisconsin,2017,1,17000,22000,4400,0.2,450,70,0.005,0.19,0.019,0.011,0.02,0.04,0.105
Wisconsin,2018,1,21000,29000,4600,0.16,2800,1600,0.06,0.141,0.037,0.012,0.015,0.036,0.037
Wisconsin,2019,1,16500,17000,3700,0.22,580,100,0.01,0.159,0.032,0.007,0.011,0.138,0.05
Wisconsin,2020,1,16000,28000,1900,0.07,700,370,0.01,0.09,0.019,0.005,0.005,0.027,0.031
Wisconsin,2021,1,42000,44000,2500,0.06,230,170,0.005,0.161,0.005,0.005,0.005,0.036,0.032
Wisconsin,2022,1,39000,53000,2800,0.05,1400,240,0.005,0.079,0.005,0.005,0.065,0.02,0.005
Wisconsin,2023,1,27000,29000,3300,0.11,1400,270,0.01,0.15,0.009,0.008,0.005,0.027,0.072
Wisconsin,2024,1,31000,55000,1600,0.03,600,120,0.005,0.113,0.017,0.006,0.005,0.017,0.027
Wyoming,2015,1,5500,12000,2000,0.17,2000,1400,0.12,0.009,0.005,0.005,0.005,0.007,0.005
Wyoming,2016,1,2700,6500,340,0.05,440,0,0,0.005,0.004,0.002,0.025,0.008,0.013
Wyoming,2017,1,6500,17000,3600,0.21,1300,0,0,0.002,0,0.002,0,0.006,0.005
Wyoming,2018,1,5500,9000,220,0.02,70,0,0,0.008,0.003,0.001,0,0.019,0.009
Wyoming,2019,1,6500,9500,250,0.03,0,0,0,0.007,0,0.001,0,0.005,0.023
Wyoming,2020,1,4000,17000,140,0.01,450,60,0.005,0.005,0.005,0.001,0,0.008,0.017
Wyoming,2021,1,13000,14500,2200,0.15,3000,1200,0.08,0.084,0.005,0.005,0,0.033,0.079
Wyoming,2022,1,6000,8000,180,0.02,20,0,0,0.022,0,0,0,0.012,0.008
Wyoming,2023,1,15000,17000,150,0.01,0,0,0,0.104,0,0,0,0.014,0.005
Wyoming,2024,1,1900,13000,490,0.04,0,10,0.005,0.21,0.005,0,0,0.2,0.009
Alabama,2015,2,7500,7500,860,0.12,1900,680,0.09,0.167,0.425,0.005,0.023,0.032,0.041
Alabama,2016,2,8000,8000,930,0.12,1200,690,0.09,0.096,0.082,0.003,0.017,0.048,0.054
Alabama,2017,2,6500,6500,440,0.07,1200,500,0.08,0.179,0.136,0,0.042,0.094,0.053
Alabama,2018,2,7000,8500,650,0.08,1700,710,0.08,0.252,0.273,0.013,0.144,0.094,0.021
Alabama,2020,2,8500,8500,4100,0.48,4700,2600,0.31,0.285,0.18,0.016,0.077,0.079,0.095
Alabama,2021,2,9500,9500,2700,0.28,3400,930,0.1,0.552,0.35,0.005,0.021,0.058,0.074
Alabama,2022,2,12000,12000,1500,0.13,4600,1900,0.16,0.36,0.143,0.01,0.069,0.179,0.037
Alabama,2023,2,16000,16000,2100,0.13,4800,4200,0.26,0.371,0.105,0.022,0.01,0.045,0.092
Alabama,2024,2,12500,13000,1300,0.1,2900,2700,0.21,0.624,0.234,0.039,0.024,0.052,0.013
Arizona,2015,2,33000,33000,5500,0.17,19500,7000,0.21,0.084,0.321,0.005,0.201,0.282,0.003
Arizona,2016,2,22000,23000,3700,0.16,14000,1600,0.07,0.268,0.475,0.172,0.12,0.174,0.035
Arizona,2017,2,22000,22000,2600,0.12,12500,3000,0.14,0.584,0.159,0.197,0.124,0.204,0.007
Arizona,2018,2,19000,19500,2600,0.13,14000,2100,0.11,0.738,0.072,0.328,0.008,0.143,0.041
Arizona,2020,2,26000,26000,1300,0.05,14500,4700,0.18,0.221,0,0.005,0.042,0.055,0.006
Arizona,2021,2,26000,26000,4300,0.17,12000,3700,0.14,0.074,0,0.036,0.012,0.071,0.069
Arizona,2022,2,31000,32000,4300,0.13,17500,2800,0.09,0.084,0.005,0.013,0,0.048,0.005
Arizona,2023,2,34000,34000,8500,0.25,4900,2400,0.07,0.154,0,0.021,0,0.007,0.005
Arizona,2024,2,30000,32000,13500,0.42,18500,7000,0.22,0.117,0.005,0.005,0.01,0.01,0
Arkansas,2015,2,13500,13500,1900,0.14,11500,5500,0.41,0.659,0.634,0.07,0.226,0.274,0.093
Arkansas,2016,2,24000,24000,3400,0.14,12000,1600,0.07,0.849,0.085,0.055,0.001,0.034,0.016
Arkansas,2017,2,17000,24000,1900,0.08,6000,1300,0.05,0.194,0.096,0.019,0.039,0.027,0.025
Arkansas,2018,2,14500,16000,2000,0.13,13000,1900,0.12,0.309,0.128,0.007,0.022,0.17,0.132
Arkansas,2020,2,17000,17000,1800,0.11,4900,800,0.05,0.405,0.153,0.051,0.246,0.021,0.124
Arkansas,2021,2,12500,12500,1600,0.13,9000,5500,0.44,0.422,0.219,0.057,0.028,0.02,0.036
Arkansas,2022,2,19000,23000,3200,0.14,6500,1200,0.05,0.206,0.127,0.02,0.095,0.064,0.039
Arkansas,2023,2,22000,24000,11000,0.46,6500,2200,0.09,0.224,0.131,0.028,0.074,0.019,0.031
Arkansas,2024,2,19500,21000,2800,0.13,5000,430,0.02,0.344,0.146,0.027,0.127,0.15,0.086
California,2015,2,1040000,1050000,104000,0.1,170000,285000,0.27,0.509,0.215,0.078,0.23,0.142,0.031
California,2016,2,1110000,1150000,108000,0.09,240000,185000,0.16,0.497,0.141,0.112,0.142,0.153,0.026
California,2017,2,980000,990000,90000,0.09,160000,220000,0.22,0.38,0.077,0.031,0.13,0.048,0.034
California,2018,2,1130000,1200000,110000,0.09,172000,255000,0.21,0.415,0.102,0.111,0.137,0.09,0.05
California,2020,2,1200000,1200000,100000,0.08,175000,240000,0.2,0.336,0.048,0.039,0.055,0.076,0.031
California,2021,2,1090000,1060000,114000,0.11,165000,180000,0.17,0.424,0.115,0.077,0.161,0.116,0.038
California,2022,2,980000,1040000,107000,0.1,152000,120000,0.12,0.411,0.162,0.048,0.066,0.203,0.037
California,2023,2,910000,940000,152000,0.16,139000,112000,0.12,0.414,0.033,0.04,0.045,0.113,0.041
California,2024,2,890000,930000,54000,0.06,148000,113000,0.12,0.55,0.307,0.018,0.293,0.168,0.046
Colorado,2015,2,12000,25000,1900,0.08,6000,3500,0.14,0.386,0.018,0.046,0.028,0.034,0.066
Colorado,2016,2,9500,29000,1800,0.06,9000,680,0.02,0.387,0.008,0.033,0.014,0.026,0.003
Colorado,2017,2,16500,31000,4500,0.15,8000,7500,0.24,0.313,0.008,0.053,0.032,0.046,0.001
Colorado,2018,2,16500,27000,3000,0.11,12500,4700,0.17,0.417,0.005,0.127,0.036,0.042,0.005
Colorado,2020,2,16500,27000,2100,0.08,7000,2800,0.1,0.354,0.005,0.005,0,0.005,0.025
Colorado,2021,2,17000,25000,8500,0.34,6000,1100,0.04,0.561,0.005,0,0.005,0.005,0.029
Colorado,2022,2,8000,19500,1400,0.07,8000,2300,0.12,0.31,0,0.006,0.005,0.265,0.005
Colorado,2023,2,10000,33000,1100,0.03,4500,1500,0.05,0.644,0.051,0.055,0.013,0.007,0.005
Colorado,2024,2,10500,18500,290,0.02,1100,450,0.02,0.012,0,0,0.005,0.009,0.005
Connecticut,2015,2,3000,3000,80,0.03,1100,150,0.05,0.102,0.004,0.019,0.008,0.01,0.007
Connecticut,2016,2,2500,2500,100,0.04,390,60,0.02,0.093,0.006,0.005,0.003,0.044,0.012
Connecticut,2017,2,3000,3000,140,0.05,2200,350,0.12,0.091,0.002,0,0.005,0.019,0.007
Connecticut,2018,2,3600,3600,120,0.03,340,170,0.05,0.111,0.009,0.004,0.008,0.008,0.004
Connecticut,2020,2,3900,4300,30,0.01,1200,450,0.1,0.148,0.021,0,0,0.001,0.006
Connecticut,2021,2,3800,4000,60,0.02,1100,340,0.09,0.165,0.06,0.001,0.005,0.01,0
Connecticut,2022,2,4100,4100,30,0.01,230,30,0.01,0.109,0,0,0,0.011,0
Connecticut,2023,2,4200,4200,230,0.05,690,800,0.19,0.663,0.049,0.008,0,0.027,0.007
Connecticut,2024,2,4100,4100,140,0.03,960,770,0.19,0.063,0.011,0.005,0.005,0.025,0.005
Florida,2015,2,210000,215000,35000,0.16,44000,24000,0.11,0.442,0.264,0.027,0.177,0.136,0.054
Florida,2016,2,240000,240000,29000,0.12,43000,21000,0.09,0.482,0.233,0.1,0.116,0.101,0.02
Florida,2017,2,245000,255000,35000,0.14,40000,50000,0.2,0.365,0.144,0.061,0.09,0.065,0.189
Florida,2018,2,250000,275000,56000,0.2,49000,68000,0.25,0.453,0.275,0.096,0.155,0.101,0.211
Florida,2020,2,310000,310000,40000,0.13,25000,18500,0.06,0.331,0.16,0.034,0.058,0.059,0.079
Florida,2021,2,280000,300000,33000,0.11,53000,31000,0.1,0.434,0.229,0.043,0.101,0.064,0.077
Florida,2022,2,295000,310000,46000,0.15,56000,44000,0.14,0.318,0.153,0.057,0.082,0.122,0.063
Florida,2023,2,250000,295000,50000,0.17,58000,23000,0.08,0.489,0.23,0.067,0.176,0.147,0.074
Florida,2024,2,280000,285000,42000,0.15,60000,11000,0.04,0.444,0.137,0.029,0.133,0.131,0.02
Georgia,2015,2,114000,124000,23000,0.19,25000,19000,0.15,0.528,0.175,0.029,0.287,0.115,0.041
Georgia,2016,2,108000,111000,11000,0.1,17500,3600,0.03,0.593,0.284,0.02,0.284,0.117,0.027
Georgia,2017,2,130000,137000,12500,0.09,21000,31000,0.23,0.341,0.058,0.01,0.066,0.065,0.028
